customer_class,year,ownership,coverage_rule,coverage_threshold_pct,published_price_count,included_utility_count,minority_coverage_count,excluded_minority_coverage_count,median_price_cents_kwh,minimum_price_cents_kwh,maximum_price_cents_kwh,included_panel_ids,excluded_panel_ids,status,calculation_note,source_data
residential,2018,DOM,majority_coverage,50.0,8,8,0,0,21.7952695,18.09182,32.539501,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2018,COOP,majority_coverage,50.0,10,10,0,0,15.636788,5.743235,20.767377,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2019,MTC,majority_coverage,50.0,11,11,0,0,17.654379,11.386247,25.225585,DOM_RI_RIE;MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2019,DOM,majority_coverage,50.0,8,8,0,0,21.874813500000002,18.700856,31.811765,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2019,COOP,majority_coverage,50.0,10,10,0,0,15.298442,5.552841,20.95635,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2020,MTC,majority_coverage,50.0,11,11,0,0,17.464515,11.490268,25.965195,DOM_RI_RIE;MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2020,DOM,majority_coverage,50.0,8,7,1,1,21.552107,18.168184,30.273003,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU,DOM_MA_NSTAR,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2020,COOP,majority_coverage,50.0,10,10,0,0,15.066479000000001,5.7185078,19.796919,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2021,MTC,majority_coverage,50.0,11,11,0,0,18.321745,12.90823,25.193634,DOM_RI_RIE;MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2021,DOM,majority_coverage,50.0,8,7,1,1,21.297124,18.874656,35.491834,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU,DOM_MA_NSTAR,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2021,COOP,majority_coverage,50.0,10,10,0,0,15.0035085,6.5543107,20.229589,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2022,MTC,majority_coverage,50.0,10,10,0,0,22.3163015,15.695361,28.533747,MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2022,DOM,majority_coverage,50.0,9,8,1,1,25.7298465,22.983676,38.318287,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU;DOM_RI_RIE,DOM_MA_NSTAR,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2022,COOP,majority_coverage,50.0,10,10,0,0,17.0723835,5.9302124,25.61893,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2023,MTC,majority_coverage,50.0,10,9,1,1,25.12523,15.529676,33.156904,MTC_CT_UI;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,MTC_MA_MECO,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2023,DOM,majority_coverage,50.0,9,7,2,2,31.580885,23.465302,39.964437,DOM_CT_CLP;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU;DOM_RI_RIE,DOM_MA_FITCHBURG;DOM_MA_NSTAR,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2023,COOP,majority_coverage,50.0,10,10,0,0,17.3883485,5.5306821,26.608294,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2024,MTC,majority_coverage,50.0,10,9,1,1,22.867179,17.222104,34.042707,MTC_CT_UI;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,MTC_MA_MECO,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2024,DOM,majority_coverage,50.0,10,8,2,2,25.795212,15.136878,38.168593,DOM_CT_CLP;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FIRSTENERGY;DOM_NY_FISHERS;DOM_NY_ORU;DOM_RI_RIE,DOM_MA_FITCHBURG;DOM_MA_NSTAR,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
residential,2024,COOP,majority_coverage,50.0,10,10,0,0,17.5244515,6.6904341,23.833295,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2013,MTC,all_published,,9,9,1,0,13.039684,11.048035,14.499857,DOM_RI_RIE;MTC_MA_MECO;MTC_ME_CMP;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2013,DOM,all_published,,9,9,2,0,16.634499,13.988723,26.428159,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU;MTC_CT_UI,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2013,COOP,all_published,,10,10,0,0,13.8844295,5.729769,16.018693,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2014,MTC,all_published,,9,9,1,0,14.409449,12.161017,15.531153,DOM_RI_RIE;MTC_MA_MECO;MTC_ME_CMP;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2014,DOM,all_published,,9,9,1,0,17.356313,15.900737,26.994536,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU;MTC_CT_UI,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2014,COOP,all_published,,10,10,0,0,14.302168,6.0871902,19.220414,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2015,MTC,all_published,,10,10,0,0,13.4905835,10.892874,17.661036,DOM_RI_RIE;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2015,DOM,all_published,,9,9,1,0,19.032406,15.287144,27.690518,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU;MTC_CT_UI,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2015,COOP,all_published,,10,10,0,0,14.296190500000002,6.0655471,18.218399,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2016,MTC,all_published,,11,11,2,0,12.67255,9.4945287,16.64129,DOM_RI_RIE;MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2016,DOM,all_published,,8,8,0,0,18.367738,13.401811,25.244957,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2016,COOP,all_published,,10,10,0,0,14.799835999999999,5.7874749,17.390509,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2017,MTC,all_published,,11,11,2,0,12.885271,9.7338608,16.857465,DOM_RI_RIE;MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2017,DOM,all_published,,8,8,1,0,18.3345755,14.648854,26.508108,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2017,COOP,all_published,,10,10,0,0,14.190823,5.4584373,18.475235,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2018,MTC,all_published,,11,11,2,0,13.948732,9.9869447,18.723988,DOM_RI_RIE;MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2018,DOM,all_published,,8,8,1,0,18.563881000000002,13.655561,25.301205,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2018,COOP,all_published,,10,10,0,0,14.3283825,6.6679974,19.170533,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2019,MTC,all_published,,11,11,2,0,13.743827,8.7868848,18.881063,DOM_RI_RIE;MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2019,DOM,all_published,,8,8,1,0,18.5041855,13.297495,27.086614,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2019,COOP,all_published,,10,10,0,0,14.1349485,6.2939636,19.372755,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2020,MTC,all_published,,11,11,2,0,13.229555,8.600259,19.065817,DOM_RI_RIE;MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2020,DOM,all_published,,8,8,1,0,18.1851105,13.688314,25.589595,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2020,COOP,all_published,,10,10,0,0,14.183508,6.6374175,18.625344,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2021,MTC,all_published,,11,11,2,0,13.853923,10.902965,17.61236,DOM_RI_RIE;MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2021,DOM,all_published,,8,8,2,0,19.235142500000002,11.993238,23.563521,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2021,COOP,all_published,,10,10,0,0,14.416497,7.4460758,18.645778,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2022,MTC,all_published,,10,10,1,0,16.770656,14.238739,23.314449,MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2022,DOM,all_published,,9,9,1,0,22.893387,14.274086,28.539936,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU;DOM_RI_RIE,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2022,COOP,all_published,,10,10,0,0,16.148875500000003,6.8164344,23.96567,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2023,MTC,all_published,,10,10,1,0,18.3307425,11.401853,25.871276,MTC_CT_UI;MTC_MA_MECO;MTC_ME_CMP;MTC_ME_VERSANT;MTC_NH_LIBERTY;MTC_NY_CENTHUD;MTC_NY_NIMO;MTC_NY_NYSEG;MTC_NY_RGE;MTC_VT_GMP,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2023,DOM,all_published,,9,9,2,0,27.09467,14.958869,40.319239,DOM_CT_CLP;DOM_MA_FITCHBURG;DOM_MA_NSTAR;DOM_NH_PSNH;DOM_NH_UNITIL;DOM_NY_CECONY;DOM_NY_FISHERS;DOM_NY_ORU;DOM_RI_RIE,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
commercial,2023,COOP,all_published,,10,10,0,0,17.173504,6.2110831,24.796268,COOP_CT_NORWICH;COOP_CT_WALLINGFORD;COOP_MA_CHICOPEE;COOP_MA_PEABODY;COOP_MA_READING;COOP_MA_TAUNTON;COOP_NH_NHEC;COOP_NY_FAIRPORT;COOP_VT_BURLINGTON;COOP_VT_VEC,,Derived,Unweighted median and observed minimum-to-maximum range of EIA-published bundled prices; utilities are grouped by ownership in that year. Minority coverage means less than 50% of customers in the same class are bundled.,data/processed/utility_price_panel_2013_2024.csv
